ï..Commodity,State,STATION,YEAR,MONTH,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,PRCP,SNOW,TAVG,TMAX,TMIN,SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_Desc,Amount
Barley,MT,USC00241047,1998,3,0,0,-11,0,0,0.38,58,1.46,0,33.1,46.1,20,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.4
Barley,MT,USC00241047,1998,3,0,0,-11,0,0,0.38,58,1.46,0,33.1,46.1,20,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.73
Barley,MT,USC00241047,1998,3,0,0,-11,0,0,0.38,58,1.46,0,33.1,46.1,20,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.99
Barley,MT,USC00241047,1998,4,0,0,24,0,0,0.65,80,1.76,0,44.7,57.7,31.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.16
Barley,MT,USC00241047,1998,4,0,0,24,0,0,0.65,80,1.76,0,44.7,57.7,31.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.5
Barley,MT,USC00241047,1998,4,0,0,24,0,0,0.65,80,1.76,0,44.7,57.7,31.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.9
Barley,MT,USC00241047,1998,5,0,0,31,0,0,0.27,82,1.41,0,54.9,71,38.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.13
Barley,MT,USC00241047,1998,5,0,0,31,0,0,0.27,82,1.41,0,54.9,71,38.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.52
Barley,MT,USC00241047,1998,5,0,0,31,0,0,0.27,82,1.41,0,54.9,71,38.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.91
Barley,MT,USC00241047,1998,6,0,0,29,0,0,0.97,80,3.73,0,54.4,67.1,41.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.95
Barley,MT,USC00241047,1998,6,0,0,29,0,0,0.97,80,3.73,0,54.4,67.1,41.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.08
Barley,MT,USC00241047,1998,6,0,0,29,0,0,0.97,80,3.73,0,54.4,67.1,41.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.82
Barley,MT,USC00241047,1998,7,0,0,46,0,0,0.31,95,0.97,0,68.8,85.4,52.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.02
Barley,MT,USC00241047,1998,7,0,0,46,0,0,0.31,95,0.97,0,68.8,85.4,52.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.27
Barley,MT,USC00241047,1998,7,0,0,46,0,0,0.31,95,0.97,0,68.8,85.4,52.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.61
Barley,MT,USC00241047,1998,8,0,0,43,0,0,0.15,97,0.89,0,68,85.8,50.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.07
Barley,MT,USC00241047,1998,8,0,0,43,0,0,0.15,97,0.89,0,68,85.8,50.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.6
Barley,MT,USC00241047,1998,8,0,0,43,0,0,0.15,97,0.89,0,68,85.8,50.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.49
Barley,MT,USC00241047,1998,9,0,0,31,0,0,0.42,94,1,0,62.7,78.3,47.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.01
Barley,MT,USC00241047,1998,9,0,0,31,0,0,0.42,94,1,0,62.7,78.3,47.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.5
Barley,MT,USC00241047,1998,9,0,0,31,0,0,0.42,94,1,0,62.7,78.3,47.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.4
Barley,MT,USC00241047,1998,10,0,0,20,0,0,0.59,75,1.12,0,45.7,58.8,32.6,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.91
Barley,MT,USC00241047,1998,10,0,0,20,0,0,0.59,75,1.12,0,45.7,58.8,32.6,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.47
Barley,MT,USC00241047,1998,10,0,0,20,0,0,0.59,75,1.12,0,45.7,58.8,32.6,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.46
Barley,MT,USC00241047,1998,11,0,0,12,0,0,0.51,65,1.04,0,37.4,47.6,27.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.05
Barley,MT,USC00241047,1998,11,0,0,12,0,0,0.51,65,1.04,0,37.4,47.6,27.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.48
Barley,MT,USC00241047,1998,11,0,0,12,0,0,0.51,65,1.04,0,37.4,47.6,27.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.47
Barley,MT,USC00241047,1998,12,0,0,-23,0,0,0.49,53,1.04,0,23.6,33.7,13.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.03
Barley,MT,USC00241047,1998,12,0,0,-23,0,0,0.49,53,1.04,0,23.6,33.7,13.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.35
Barley,MT,USC00241047,1998,12,0,0,-23,0,0,0.49,53,1.04,0,23.6,33.7,13.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.55
Barley,MT,USC00241047,1999,1,0,0,-1,0,0,0.14,50,0.45,0,29.8,39.8,19.8,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.89
Barley,MT,USC00241047,1999,1,0,0,-1,0,0,0.14,50,0.45,0,29.8,39.8,19.8,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.26
Barley,MT,USC00241047,1999,1,0,0,-1,0,0,0.14,50,0.45,0,29.8,39.8,19.8,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.58
Barley,MT,USC00241047,1999,2,0,0,4,0,0,0.25,55,0.44,0,31.9,43.5,20.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.9
Barley,MT,USC00241047,1999,2,0,0,4,0,0,0.25,55,0.44,0,31.9,43.5,20.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.22
Barley,MT,USC00241047,1999,2,0,0,4,0,0,0.25,55,0.44,0,31.9,43.5,20.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.6
Barley,MT,USC00241047,1999,3,0,0,3,0,0,0.27,71,0.92,0,36.8,50.9,22.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2
Barley,MT,USC00241047,1999,3,0,0,3,0,0,0.27,71,0.92,0,36.8,50.9,22.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.4
Barley,MT,USC00241047,1999,3,0,0,3,0,0,0.27,71,0.92,0,36.8,50.9,22.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.49
Barley,MT,USC00241047,1999,4,0,0,17,0,0,0.48,73,1.54,0,41.1,54.1,28.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.78
Barley,MT,USC00241047,1999,4,0,0,17,0,0,0.48,73,1.54,0,41.1,54.1,28.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.11
Barley,MT,USC00241047,1999,4,0,0,17,0,0,0.48,73,1.54,0,41.1,54.1,28.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.54
Barley,MT,USC00241047,1999,5,0,0,26,0,0,0.6,84,2.41,0,49.3,62.5,36.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.82
Barley,MT,USC00241047,1999,5,0,0,26,0,0,0.6,84,2.41,0,49.3,62.5,36.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.17
Barley,MT,USC00241047,1999,5,0,0,26,0,0,0.6,84,2.41,0,49.3,62.5,36.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.62
Barley,MT,USC00241047,1999,6,0,0,32,0,0,0.39,84,2.09,0,57,70.8,43.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.7
Barley,MT,USC00241047,1999,6,0,0,32,0,0,0.39,84,2.09,0,57,70.8,43.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.99
Barley,MT,USC00241047,1999,6,0,0,32,0,0,0.39,84,2.09,0,57,70.8,43.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.55
Barley,MT,USC00241047,1999,7,0,0,37,0,0,0.06,97,0.14,0,66.2,84.8,47.7,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.04
Barley,MT,USC00241047,1999,7,0,0,37,0,0,0.06,97,0.14,0,66.2,84.8,47.7,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.5
Barley,MT,USC00241047,1999,7,0,0,37,0,0,0.06,97,0.14,0,66.2,84.8,47.7,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.49
Barley,MT,USC00241047,1999,8,0,0,41,0,0,0.66,93,2.12,0,68.5,86.1,50.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.37
Barley,MT,USC00241047,1999,8,0,0,41,0,0,0.66,93,2.12,0,68.5,86.1,50.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.65
Barley,MT,USC00241047,1999,8,0,0,41,0,0,0.66,93,2.12,0,68.5,86.1,50.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.5
Barley,MT,USC00241047,1999,9,0,0,19,0,0,0.36,84,0.63,0,53.8,70.6,36.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.03
Barley,MT,USC00241047,1999,9,0,0,19,0,0,0.36,84,0.63,0,53.8,70.6,36.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.41
Barley,MT,USC00241047,1999,9,0,0,19,0,0,0.36,84,0.63,0,53.8,70.6,36.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.64
Barley,MT,USC00241047,1999,10,0,0,16,0,0,0.25,78,0.31,0,48.3,65.2,31.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.96
Barley,MT,USC00241047,1999,10,0,0,16,0,0,0.25,78,0.31,0,48.3,65.2,31.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.41
Barley,MT,USC00241047,1999,10,0,0,16,0,0,0.25,78,0.31,0,48.3,65.2,31.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.61
Barley,MT,USC00241047,1999,11,0,0,12,0,0,0.32,75,0.32,0,42.8,56.2,29.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.14
Barley,MT,USC00241047,1999,11,0,0,12,0,0,0.32,75,0.32,0,42.8,56.2,29.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.45
Barley,MT,USC00241047,1999,11,0,0,12,0,0,0.32,75,0.32,0,42.8,56.2,29.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.66
Barley,MT,USC00241047,1999,12,0,0,8,0,0,0.16,64,0.62,0,28.7,39.5,17.8,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.25
Barley,MT,USC00241047,1999,12,0,0,8,0,0,0.16,64,0.62,0,28.7,39.5,17.8,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.54
Barley,MT,USC00241047,1999,12,0,0,8,0,0,0.16,64,0.62,0,28.7,39.5,17.8,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.64
Barley,MT,USC00241047,2000,1,0,0,0,0,0,0.24,52,0.68,0,27.2,36.8,17.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.04
Barley,MT,USC00241047,2000,1,0,0,0,0,0,0.24,52,0.68,0,27.2,36.8,17.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.4
Barley,MT,USC00241047,2000,1,0,0,0,0,0,0.24,52,0.68,0,27.2,36.8,17.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.63
Barley,MT,USC00241047,2000,2,0,0,5,0,0,0.45,58,0.83,0,32.9,44.5,21.2,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.13
Barley,MT,USC00241047,2000,2,0,0,5,0,0,0.45,58,0.83,0,32.9,44.5,21.2,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.43
Barley,MT,USC00241047,2000,2,0,0,5,0,0,0.45,58,0.83,0,32.9,44.5,21.2,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.68
Barley,MT,USC00241047,2000,3,0,0,17,0,0,0.38,68,1.5,0,37.9,50.9,25,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.23
Barley,MT,USC00241047,2000,3,0,0,17,0,0,0.38,68,1.5,0,37.9,50.9,25,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.53
Barley,MT,USC00241047,2000,3,0,0,17,0,0,0.38,68,1.5,0,37.9,50.9,25,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.78
Barley,MT,USC00241047,2000,4,0,0,17,0,0,0.8,73,1.62,0,46.9,62.4,31.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.09
Barley,MT,USC00241047,2000,4,0,0,17,0,0,0.8,73,1.62,0,46.9,62.4,31.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.39
Barley,MT,USC00241047,2000,4,0,0,17,0,0,0.8,73,1.62,0,46.9,62.4,31.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.68
Barley,MT,USC00241047,2000,5,0,0,29,0,0,0.48,81,3.45,0,52.7,65.9,39.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.19
Barley,MT,USC00241047,2000,5,0,0,29,0,0,0.48,81,3.45,0,52.7,65.9,39.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.46
Barley,MT,USC00241047,2000,5,0,0,29,0,0,0.48,81,3.45,0,52.7,65.9,39.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.94
Barley,MT,USC00241047,2000,6,0,0,30,0,0,0.6,91,1.89,0,59.2,75,43.4,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.99
Barley,MT,USC00241047,2000,6,0,0,30,0,0,0.6,91,1.89,0,59.2,75,43.4,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.39
Barley,MT,USC00241047,2000,6,0,0,30,0,0,0.6,91,1.89,0,59.2,75,43.4,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.73
Barley,MT,USC00241047,2000,7,0,0,41,0,0,0.75,101,1.28,0,68.6,87.8,49.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.57
Barley,MT,USC00241047,2000,7,0,0,41,0,0,0.75,101,1.28,0,68.6,87.8,49.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.94
Barley,MT,USC00241047,2000,7,0,0,41,0,0,0.75,101,1.28,0,68.6,87.8,49.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.74
Barley,MT,USC00241047,2000,8,0,0,40,0,0,0.28,98,0.51,0,68.6,88.1,49.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.23
Barley,MT,USC00241047,2000,8,0,0,40,0,0,0.28,98,0.51,0,68.6,88.1,49.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.7
Barley,MT,USC00241047,2000,8,0,0,40,0,0,0.28,98,0.51,0,68.6,88.1,49.1,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.5
Barley,MT,USC00241047,2000,9,0,0,17,0,0,0.5,94,1.15,0,56.3,73,39.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.81
Barley,MT,USC00241047,2000,9,0,0,17,0,0,0.5,94,1.15,0,56.3,73,39.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,2.36
Barley,MT,USC00241047,2000,9,0,0,17,0,0,0.5,94,1.15,0,56.3,73,39.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.54
Barley,MT,USC00241047,2000,10,0,0,16,0,0,0.51,73,2.02,0,45.2,58.9,31.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.97
Barley,MT,USC00241047,2000,10,0,0,16,0,0,0.51,73,2.02,0,45.2,58.9,31.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,2.41
Barley,MT,USC00241047,2000,10,0,0,16,0,0,0.51,73,2.02,0,45.2,58.9,31.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.71
Barley,MT,USC00241047,2000,11,0,0,-4,0,0,0.41,56,0.89,0,21.3,32.4,10.3,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.15
Barley,MT,USC00241047,2000,11,0,0,-4,0,0,0.41,56,0.89,0,21.3,32.4,10.3,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,2.42
Barley,MT,USC00241047,2000,11,0,0,-4,0,0,0.41,56,0.89,0,21.3,32.4,10.3,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.87
Barley,MT,USC00241047,2000,12,0,0,-19,0,0,0.2,43,0.52,0,20,32.1,7.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.22
Barley,MT,USC00241047,2000,12,0,0,-19,0,0,0.2,43,0.52,0,20,32.1,7.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,2.47
Barley,MT,USC00241047,2000,12,0,0,-19,0,0,0.2,43,0.52,0,20,32.1,7.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.9
Barley,MT,USC00241047,2001,1,0,0,-7,0,0,0.21,54,0.43,0,22,34,10,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2
Barley,MT,USC00241047,2001,1,0,0,-7,0,0,0.21,54,0.43,0,22,34,10,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.21
Barley,MT,USC00241047,2001,1,0,0,-7,0,0,0.21,54,0.43,0,22,34,10,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.81
Barley,MT,USC00241047,2001,2,0,0,-16,0,0,0.2,45,0.28,0,21,32.9,9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.1
Barley,MT,USC00241047,2001,2,0,0,-16,0,0,0.2,45,0.28,0,21,32.9,9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.28
Barley,MT,USC00241047,2001,2,0,0,-16,0,0,0.2,45,0.28,0,21,32.9,9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.77
Barley,MT,USC00241047,2001,3,0,0,5,0,0,0.15,57,0.43,0,35,47.2,22.9,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.07
Barley,MT,USC00241047,2001,3,0,0,5,0,0,0.15,57,0.43,0,35,47.2,22.9,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.24
Barley,MT,USC00241047,2001,3,0,0,5,0,0,0.15,57,0.43,0,35,47.2,22.9,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.76
Barley,MT,USC00241047,2001,4,0,0,21,0,0,0.32,77,0.99,0,43.4,56.4,30.5,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.05
Barley,MT,USC00241047,2001,4,0,0,21,0,0,0.32,77,0.99,0,43.4,56.4,30.5,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.37
Barley,MT,USC00241047,2001,4,0,0,21,0,0,0.32,77,0.99,0,43.4,56.4,30.5,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.73
Barley,MT,USC00241047,2001,5,0,0,23,0,0,0.35,90,0.63,0,55.5,72.3,38.6,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.12
Barley,MT,USC00241047,2001,5,0,0,23,0,0,0.35,90,0.63,0,55.5,72.3,38.6,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.38
Barley,MT,USC00241047,2001,5,0,0,23,0,0,0.35,90,0.63,0,55.5,72.3,38.6,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.91
Barley,MT,USC00241047,2001,6,0,0,31,0,0,2.54,86,5.65,0,58.6,73.2,44,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.96
Barley,MT,USC00241047,2001,6,0,0,31,0,0,2.54,86,5.65,0,58.6,73.2,44,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.35
Barley,MT,USC00241047,2001,6,0,0,31,0,0,2.54,86,5.65,0,58.6,73.2,44,1,Prices,9,1,0.8,United States,13,Barley feed,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.76
Barley,MT,USC00241047,2001,7,0,0,43,0,0,0.12,94,0.45,0,66.8,83.5,50.1,1,Prices,9,1,0.8,United States,1,Barley,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.96
Barley,MT,USC00241047,2001,7,0,0,43,0,0,0.12,94,0.45,0,66.8,83.5,50.1,1,Prices,9,1,0.8,United States,14,Barley malting,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.23
