,Commodity,State,STATION,YEAR,MONTH,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,PRCP,SNOW,TAVG,TMAX,TMIN,SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_Desc,Amount,date,CPI
5657,Oats,IA,USC00130200,1994,11,0,0,16.0,0,0.0,0.7,68.0,1.8,0.0,40.0,48.7,31.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.18,1994-11-01,149.8
5659,Oats,IA,USC00130200,1994,12,26,4,-10.0,11,7.5,0.38,57.0,0.74,12.9,26.1,34.1,18.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.18,1994-12-01,150.1
5661,Oats,IA,USC00130200,1995,1,31,1,-10.0,8,6.2,0.18,39.0,0.39,6.2,17.7,24.2,11.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.22,1995-01-01,150.5
5663,Oats,IA,USC00130200,1995,2,4,1,-6.0,1,1.0,0.24,55.0,0.26,1.5,26.0,35.0,16.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.22,1995-02-01,150.9
5665,Oats,IA,USC00130200,1995,3,6,3,-7.0,6,3.1,1.0,72.0,2.37,8.3,37.4,45.9,29.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.33,1995-03-01,151.2
5667,Oats,IA,USC00130200,1995,4,0,0,14.0,0,0.0,1.06,76.0,5.17,0.0,46.1,57.3,35.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.36,1995-04-01,151.8
5669,Oats,IA,USC00130200,1995,5,0,0,39.0,0,0.0,1.5,79.0,4.35,0.0,58.0,67.9,48.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.41,1995-05-01,152.1
5671,Oats,IA,USC00130200,1995,6,0,0,48.0,0,0.0,0.95,91.0,3.46,0.0,70.4,80.2,60.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.38,1995-06-01,152.4
5673,Oats,IA,USC00130200,1995,7,0,0,48.0,0,0.0,1.0,97.0,3.99,0.0,73.5,83.9,63.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.52,1995-07-01,152.6
5675,Oats,IA,USC00130200,1995,8,0,0,56.0,0,0.0,1.09,93.0,3.07,0.0,76.0,85.5,66.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.48,1995-08-01,152.9
5677,Oats,IA,USC00130200,1995,9,0,0,29.0,0,0.0,0.6,86.0,2.66,0.0,61.7,74.0,49.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.43,1995-09-01,153.1
5679,Oats,IA,USC00130200,1995,10,1,1,27.0,1,1.0,0.26,84.0,1.02,1.5,52.1,62.9,41.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.48,1995-10-01,153.5
5681,Oats,IA,USC00130200,1995,11,5,1,4.0,2,2.1,1.16,60.0,1.41,2.6,30.8,40.6,21.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.71,1995-11-01,153.7
5683,Oats,IA,USC00130200,1995,12,8,1,-6.0,6,6.1,0.55,61.0,0.59,6.8,24.7,31.5,17.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.91,1995-12-01,153.9
5685,Oats,IA,USC00130200,1996,1,20,6,-24.0,16,12.0,0.59,58.0,1.18,21.5,16.4,26.0,6.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.93,1996-01-01,154.7
5687,Oats,IA,USC00130200,1996,2,13,1,-28.0,16,5.8,0.17,58.0,0.17,5.8,23.6,32.4,14.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.96,1996-02-01,155.0
5689,Oats,IA,USC00130200,1996,3,1,2,-8.0,2,2.2,0.94,70.0,1.43,3.2,31.6,44.0,19.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.04,1996-03-01,155.5
5691,Oats,IA,USC00130200,1996,4,0,0,22.0,0,0.2,0.72,84.0,1.29,0.2,48.0,61.6,34.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.13,1996-04-01,156.1
5693,Oats,IA,USC00130200,1996,5,0,0,31.0,0,0.0,1.32,90.0,7.64,0.0,57.4,66.5,48.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.48,1996-05-01,156.4
5695,Oats,IA,USC00130200,1996,6,0,0,42.0,0,0.0,1.27,93.0,5.2,0.0,70.4,80.1,60.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.17,1996-06-01,156.7
5697,Oats,IA,USC00130200,1996,7,0,0,51.0,0,0.0,2.88,90.0,4.11,0.0,71.3,81.2,61.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.13,1996-07-01,157.0
5699,Oats,IA,USC00130200,1996,8,0,0,55.0,0,0.0,1.61,88.0,4.9,0.0,70.4,80.1,60.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.0,1996-08-01,157.2
5701,Oats,IA,USC00130200,1996,9,0,0,37.0,0,0.0,1.63,84.0,3.18,0.0,61.2,71.6,50.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.83,1996-09-01,157.7
5703,Oats,IA,USC00130200,1996,10,0,0,23.0,0,0.0,1.42,80.0,2.81,0.0,53.2,65.1,41.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.84,1996-10-01,158.2
5705,Oats,IA,USC00130200,1996,11,1,1,0.0,2,1.8,1.0,59.0,4.06,2.3,29.8,36.4,23.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.85,1996-11-01,158.7
5707,Oats,IA,USC00130200,1996,12,16,3,-9.0,5,3.7,0.25,38.0,0.86,8.0,19.3,26.8,11.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.72,1996-12-01,159.1
5709,Oats,IA,USC00130200,1997,1,15,3,-14.0,4,2.9,0.21,44.0,0.55,8.5,16.0,24.2,7.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.83,1997-01-01,159.4
5711,Oats,IA,USC00130200,1997,2,15,4,-6.0,10,10.2,0.67,50.0,1.11,15.4,24.8,31.4,18.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.81,1997-02-01,159.7
5713,Oats,IA,USC00130200,1997,3,0,0,9.0,0,0.6,1.03,73.0,1.92,0.6,38.8,50.1,27.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.91,1997-03-01,159.8
5715,Oats,IA,USC00130200,1997,4,2,3,14.0,2,3.8,1.47,73.0,3.37,6.3,45.3,57.0,33.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.87,1997-04-01,159.9
5717,Oats,IA,USC00130200,1997,5,0,0,30.0,0,0.0,1.13,88.0,2.41,0.0,55.8,67.9,43.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.86,1997-05-01,159.9
5719,Oats,IA,USC00130200,1997,6,0,0,50.0,0,0.0,1.72,89.0,3.65,0.0,71.4,82.8,60.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.81,1997-06-01,160.2
5721,Oats,IA,USC00130200,1997,7,0,0,47.0,0,0.0,2.44,94.0,3.95,0.0,73.9,84.1,63.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.67,1997-07-01,160.4
5723,Oats,IA,USC00130200,1997,8,0,0,52.0,0,0.0,0.53,90.0,1.55,0.0,70.2,80.0,60.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.57,1997-08-01,160.8
5725,Oats,IA,USC00130200,1997,9,0,0,40.0,0,0.0,0.86,89.0,2.21,0.0,65.9,77.8,54.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.47,1997-09-01,161.2
5727,Oats,IA,USC00130200,1997,10,3,1,15.0,4,5.4,1.17,95.0,3.59,5.4,53.3,64.1,42.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.62,1997-10-01,161.5
5729,Oats,IA,USC00130200,1997,11,3,2,11.0,1,1.1,0.74,60.0,1.5,2.7,32.8,39.7,25.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.66,1997-11-01,161.7
5731,Oats,IA,USC00130200,1997,12,16,6,5.0,4,2.6,0.22,48.0,0.49,10.0,27.6,32.6,22.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.57,1997-12-01,161.8
5733,Oats,IA,USC00130200,1998,1,15,2,-6.0,6,5.5,0.35,53.0,0.83,7.8,22.6,29.5,15.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.6,1998-01-01,162.0
5735,Oats,IA,USC00130200,1998,2,11,4,5.0,3,2.7,0.38,56.0,1.44,7.9,33.9,39.6,28.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.6,1998-02-01,162.0
5737,Oats,IA,USC00130200,1998,3,16,2,-11.0,12,12.0,1.22,78.0,2.78,14.6,33.1,40.2,26.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.64,1998-03-01,162.0
5739,Oats,IA,USC00130200,1998,4,0,0,31.0,0,0.0,0.57,76.0,3.19,0.0,50.6,60.4,40.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.61,1998-04-01,162.2
5741,Oats,IA,USC00130200,1998,5,0,0,43.0,0,0.0,0.78,92.0,3.63,0.0,66.5,77.8,55.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.53,1998-05-01,162.6
5743,Oats,IA,USC00130200,1998,6,0,0,41.0,0,0.0,3.4,92.0,10.8,0.0,67.2,76.4,58.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.39,1998-06-01,162.8
5745,Oats,IA,USC00130200,1998,7,0,0,54.0,0,0.0,0.65,93.0,2.68,0.0,74.1,83.5,64.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.19,1998-07-01,163.2
5747,Oats,IA,USC00130200,1998,8,0,0,54.0,0,0.0,1.36,91.0,3.71,0.0,74.0,82.9,65.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.02,1998-08-01,163.4
5749,Oats,IA,USC00130200,1998,9,0,0,44.0,0,0.0,0.53,92.0,0.93,0.0,70.0,82.7,57.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.07,1998-09-01,163.5
5751,Oats,IA,USC00130200,1998,10,0,0,35.0,0,0.0,0.89,73.0,4.02,0.0,54.1,64.0,44.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.09,1998-10-01,163.9
5753,Oats,IA,USC00130200,1998,11,1,2,22.0,1,1.0,0.45,69.0,0.89,2.0,42.0,50.7,33.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.1,1998-11-01,164.1
5755,Oats,IA,USC00130200,1998,12,2,1,-13.0,6,6.0,0.16,66.0,0.16,6.0,29.9,39.9,19.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.19,1998-12-01,164.4
5757,Oats,IA,USC00130200,1999,1,31,2,-22.0,15,7.2,0.33,39.0,0.85,10.2,17.0,23.1,10.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.2,1999-01-01,164.7
5759,Oats,IA,USC00130200,1999,2,7,4,13.0,2,2.6,0.3,62.0,0.54,6.1,33.5,41.7,25.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.2,1999-02-01,164.7
5761,Oats,IA,USC00130200,1999,3,7,2,18.0,10,8.2,0.41,74.0,0.82,10.8,38.0,48.9,27.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.2,1999-03-01,164.8
5763,Oats,IA,USC00130200,1999,4,0,1,30.0,0,1.0,1.71,73.0,8.15,1.0,50.3,60.1,40.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.18,1999-04-01,165.9
5765,Oats,IA,USC00130200,1999,5,0,0,37.0,0,0.0,2.22,85.0,5.9,0.0,61.7,71.3,52.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.31,1999-05-01,166.0
5767,Oats,IA,USC00130200,1999,6,0,0,47.0,0,0.0,2.31,88.0,7.29,0.0,69.7,78.5,60.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.22,1999-06-01,166.0
5769,Oats,IA,USC00130200,1999,7,0,0,56.0,0,0.0,1.4,95.0,6.37,0.0,77.9,87.7,68.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.09,1999-07-01,166.7
5771,Oats,IA,USC00130200,1999,8,0,0,51.0,0,0.0,2.96,88.0,5.96,0.0,70.7,80.2,61.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,0.97,1999-08-01,167.1
5773,Oats,IA,USC00130200,1999,9,0,0,35.0,0,0.0,1.31,88.0,2.4,0.0,62.4,75.4,49.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.08,1999-09-01,167.8
5775,Oats,IA,USC00130200,1999,10,0,0,22.0,0,0.0,0.22,85.0,0.34,0.0,53.8,68.7,38.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.06,1999-10-01,168.1
5777,Oats,IA,USC00130200,1999,11,0,0,20.0,0,0.0,0.75,80.0,0.93,0.0,45.5,57.9,33.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.12,1999-11-01,168.4
5779,Oats,IA,USC00130200,1999,12,9,2,-11.0,5,3.5,0.23,58.0,0.52,5.3,28.3,38.2,18.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.18,1999-12-01,168.8
5781,Oats,IA,USC00130200,2000,1,15,2,-6.0,4,4.0,0.3,50.0,0.38,6.6,23.2,32.8,13.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.2,2000-01-01,169.3
5783,Oats,IA,USC00130200,2000,2,11,1,6.0,5,5.5,0.56,65.0,1.63,6.6,33.9,43.1,24.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.27,2000-02-01,170.0
5785,Oats,IA,USC00130200,2000,3,0,0,17.0,0,0.6,0.21,77.0,0.44,1.1,43.9,55.6,32.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.28,2000-03-01,171.0
5787,Oats,IA,USC00130200,2000,4,0,0,20.0,0,0.4,0.23,83.0,0.81,0.4,51.8,66.0,37.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.35,2000-04-01,170.9
5789,Oats,IA,USC00130200,2000,5,0,0,36.0,0,0.0,1.9,95.0,4.74,0.0,64.8,77.4,52.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.31,2000-05-01,171.2
5791,Oats,IA,USC00130200,2000,6,0,0,47.0,0,0.0,1.19,91.0,4.08,0.0,68.7,79.1,58.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.24,2000-06-01,172.2
5793,Oats,IA,USC00130200,2000,7,0,0,52.0,0,0.0,1.16,89.0,2.84,0.0,72.3,81.4,63.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.08,2000-07-01,172.7
5795,Oats,IA,USC00130200,2000,8,0,0,56.0,0,0.0,0.58,97.0,1.33,0.0,73.3,83.3,63.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,0.93,2000-08-01,172.7
5797,Oats,IA,USC00130200,2000,9,0,0,36.0,0,0.0,0.56,98.0,1.01,0.0,67.5,81.3,53.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,0.95,2000-09-01,173.6
5799,Oats,IA,USC00130200,2000,10,0,0,23.0,0,0.0,0.7,82.0,1.96,0.0,56.4,67.8,45.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.08,2000-10-01,173.9
5801,Oats,IA,USC00130200,2000,11,0,0,4.0,0,0.3,1.31,71.0,2.39,0.3,33.0,41.0,25.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.22,2000-11-01,174.2
5803,Oats,IA,USC00130200,2000,12,27,9,-15.0,15,7.4,0.75,39.0,1.5,34.5,9.0,17.6,0.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.14,2000-12-01,174.6
5805,Oats,IA,USC00130200,2001,1,31,3,-9.0,16,2.3,0.62,40.0,1.11,7.4,22.6,30.2,14.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.21,2001-01-01,175.6
5807,Oats,IA,USC00130200,2001,2,28,2,-11.0,5,4.1,0.57,37.0,1.28,6.8,18.1,26.5,9.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.28,2001-02-01,176.0
5809,Oats,IA,USC00130200,2001,3,11,1,11.0,2,1.0,0.8,54.0,1.11,1.0,30.8,38.1,23.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.24,2001-03-01,176.1
5811,Oats,IA,USC00130200,2001,4,0,0,28.0,0,0.0,1.44,84.0,3.78,0.0,55.1,67.6,42.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.28,2001-04-01,176.4
5813,Oats,IA,USC00130200,2001,5,0,0,41.0,0,0.0,1.09,90.0,7.49,0.0,61.8,71.5,52.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.28,2001-05-01,177.3
5815,Oats,IA,USC00130200,2001,6,0,0,42.0,0,0.0,0.66,97.0,1.96,0.0,69.8,80.6,59.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.38,2001-06-01,177.7
5817,Oats,IA,USC00130200,2001,7,0,0,53.0,0,0.0,0.85,94.0,1.9,0.0,76.1,85.6,66.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.32,2001-07-01,177.4
5819,Oats,IA,USC00130200,2001,8,0,0,53.0,0,0.0,1.1,94.0,2.91,0.0,73.5,84.2,62.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.25,2001-08-01,177.4
5821,Oats,IA,USC00130200,2001,9,0,0,36.0,0,0.0,2.43,84.0,5.87,0.0,62.5,73.6,51.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.39,2001-09-01,178.1
5823,Oats,IA,USC00130200,2001,10,0,0,20.0,0,0.0,0.86,84.0,2.56,0.0,52.1,63.1,41.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.64,2001-10-01,177.6
5825,Oats,IA,USC00130200,2001,11,0,0,19.0,0,0.0,0.48,77.0,1.43,0.0,49.1,60.2,38.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.79,2001-11-01,177.5
5827,Oats,IA,USC00130200,2001,12,0,0,2.0,0,0.5,0.16,65.0,0.38,0.5,30.9,39.2,22.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.92,2001-12-01,177.4
5829,Oats,IA,USC00130200,2002,1,1,1,2.0,4,4.2,0.25,67.0,0.26,5.0,30.6,41.9,19.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.93,2002-01-01,177.7
5831,Oats,IA,USC00130200,2002,2,8,2,-6.0,5,1.0,0.62,62.0,1.0,2.9,30.0,39.4,20.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.91,2002-02-01,178.0
5833,Oats,IA,USC00130200,2002,3,4,1,-9.0,3,3.3,0.21,59.0,0.36,3.3,33.0,44.6,21.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.99,2002-03-01,178.5
5835,Oats,IA,USC00130200,2002,4,0,0,17.0,0,0.0,1.24,89.0,3.71,0.0,50.8,63.0,38.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.99,2002-04-01,179.3
5837,Oats,IA,USC00130200,2002,5,0,0,34.0,0,0.0,1.87,91.0,5.13,0.0,58.9,71.0,46.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.99,2002-05-01,179.5
5839,Oats,IA,USC00130200,2002,6,0,0,52.0,0,0.0,1.64,92.0,3.17,0.0,73.5,84.3,62.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.95,2002-06-01,179.6
5841,Oats,IA,USC00130200,2002,7,0,0,57.0,0,0.0,2.32,95.0,5.9,0.0,76.8,87.3,66.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.69,2002-07-01,180.0
5843,Oats,IA,USC00130200,2002,8,0,0,48.0,0,0.0,4.58,90.0,8.21,0.0,71.2,81.2,61.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.67,2002-08-01,180.5
5845,Oats,IA,USC00130200,2002,9,0,0,38.0,0,0.0,1.07,92.0,1.48,0.0,67.2,79.3,55.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.8,2002-09-01,180.8
5847,Oats,IA,USC00130200,2002,10,1,2,22.0,2,2.5,0.72,88.0,3.15,4.5,47.4,57.3,37.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.8,2002-10-01,181.2
5849,Oats,IA,USC00130200,2002,11,0,0,12.0,0,0.5,0.13,68.0,0.18,0.5,35.9,46.3,25.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.91,2002-11-01,181.5
5851,Oats,IA,USC00130200,2002,12,0,0,6.0,0,0.0,0.0,56.0,0.0,0.0,29.8,40.2,19.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.95,2002-12-01,181.8
5853,Oats,IA,USC00130200,2003,1,0,1,-10.0,0,1.0,0.12,62.0,0.25,2.0,21.0,31.5,10.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.04,2003-01-01,182.6
5855,Oats,IA,USC00130200,2003,2,13,2,-13.0,8,8.0,0.24,48.0,0.47,9.8,21.2,32.2,10.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,2.11,2003-02-01,183.6
5857,Oats,IA,USC00130200,2003,3,7,2,-1.0,3,2.1,0.38,74.0,1.12,3.4,36.2,47.9,24.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.08,2003-03-01,183.9
5859,Oats,IA,USC00130200,2003,4,3,2,20.0,4,4.0,1.61,88.0,4.41,5.7,51.9,63.8,40.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.98,2003-04-01,183.2
